5.0640617905	34950
6.0768741486	35038
7.0896865068	34980
8.1024988649	34784
9.115311223	35272
10.1281235811	35004
11.1409359392	36427
12.1537482973	39107
13.1665606554	41563
14.1793730135	43999
15.1921853716	44947
16.2049977297	45144
17.2178100878	45326
18.2306224459	45903
19.2434348041	45440
20.2562471622	45426
21.2690595203	45703
22.2818718784	45781
23.2946842365	45734
24.3074965946	45675
25.3203089527	45854
26.3331213108	45821
27.3459336689	45771
28.358746027	45810
29.3715583851	45891
30.3843707432	45842
31.3971831014	45931
32.4099954595	45986
33.4228078176	46029
34.4356201757	46060
35.4484325338	46115
36.4612448919	46063
37.47405725	45987
38.4868696081	46209
39.4996819662	46175
40.5124943243	46128
41.5253066824	46141
42.5381190405	46227
43.5509313986	46176
44.5637437568	46173
45.5765561149	46219
46.589368473	46198
47.6021808311	46154
48.6149931892	46299
49.6278055473	46259
50.6406179054	46240
51.6534302635	46285
52.6662426216	46295
53.6790549797	46309
54.6918673378	46342
55.7046796959	46459
56.7174920541	46432
57.7303044122	46506
58.7431167703	46468
59.7559291284	46465
60.7687414865	46415
61.7815538446	44784
62.7943662027	42216
63.8071785608	39569
64.8199909189	37770
65.832803277	37175
66.8456156351	36976
67.8584279932	36861
68.8712403514	36762
69.8840527095	36717
70.8968650676	36183
71.9096774257	36751
72.9224897838	36762
73.9353021419	36679
74.9481145	36634
75.9609268581	36618
76.9737392162	36746
77.9865515743	36578
78.9993639324	36698
80.0121762905	36742
81.0249886486	36792
82.0378010068	36888
83.0506133649	36777
84.063425723	36612
85.0762380811	36685
86.0890504392	36749
87.1018627973	36705
88.1146751554	36689
89.1274875135	36785
90.1402998716	36641
91.1531122297	36739
92.1659245878	36796
93.1787369459	36634
94.1915493041	36757
95.2043616622	36716
96.2171740203	36741
97.2299863784	36691
98.2427987365	36766
99.2556110946	36687
100.2684234527	36669
101.2812358108	36666
102.2940481689	36686
103.306860527	36814
104.3196728851	36611
105.3324852432	36637
106.3452976014	36616
107.3581099595	36704
108.3709223176	36692
109.3837346757	36789
110.3965470338	36861
111.4093593919	36692
112.42217175	36768
113.4349841081	36745
114.4477964662	36659
115.4606088243	36715
116.4734211824	36729
117.4862335405	36713
118.4990458986	36771
119.5118582568	36692
120.5246706149	36792
121.537482973	36675
122.5502953311	36664
123.5631076892	36730
124.5759200473	36739
125.5887324054	36836
126.6015447635	36674
127.6143571216	36848
128.6271694797	36667
129.6399818378	36808
130.6527941959	36771
131.6656065541	36879
132.6784189122	36648
133.6912312703	36700
134.7040436284	36769
135.7168559865	36822
136.7296683446	36560
137.7424807027	36748
138.7552930608	36819
139.7681054189	36700
140.780917777	36727
141.7937301351	36726
142.8065424932	36825
143.8193548514	36564
144.8321672095	36740
145.8449795676	36708
146.8577919257	36728
147.8706042838	36661
148.8834166419	36677
149.896229	36756
150.9090413581	36707
151.9218537162	36788
152.9346660743	36644
153.9474784324	36716
154.9602907905	36754
155.9731031486	36755
156.9859155068	36719
157.9987278649	36769
159.011540223	36733
160.0243525811	36762
161.0371649392	36816
162.0499772973	36744
163.0627896554	36722
164.0756020135	36663
165.0884143716	36738
166.1012267297	36670
167.1140390878	36717
168.1268514459	36660
169.1396638041	36689
170.1524761622	36714
171.1652885203	36669
172.1781008784	36691
173.1909132365	36774
174.2037255946	36700
175.2165379527	36718
176.2293503108	36694
177.2421626689	36715
178.254975027	36708
179.2677873851	36752
180.2805997432	36608
181.2934121014	36690
182.3062244595	36677
183.3190368176	36656
184.3318491757	36669
185.3446615338	36706
186.3574738919	36807
187.37028625	36722
188.3830986081	36750
189.3959109662	36760
190.4087233243	36702
191.4215356824	36696
192.4343480405	36670
193.4471603986	36728
194.4599727568	36676
195.4727851149	36759
196.485597473	36811
197.4984098311	36705
198.5112221892	36802
199.5240345473	36712
200.5368469054	36687
201.5496592635	36698
202.5624716216	36721
203.5752839797	36736
204.5880963378	36647
205.6009086959	36717
206.6137210541	36751
207.6265334122	36833
208.6393457703	36719
209.6521581284	36766
210.6649704865	36685
211.6777828446	36733
212.6905952027	36700
213.7034075608	36702
214.7162199189	36777
215.729032277	36792
216.7418446351	36646
217.7546569932	36824
218.7674693514	36728
219.7802817095	36595
220.7930940676	36711
221.8059064257	36725
222.8187187838	36691
223.8315311419	36610
224.8443435	36811
225.8571558581	36740
226.8699682162	36616
227.8827805743	36774
228.8955929324	36807
229.9084052905	36782
230.9212176486	36676
231.9340300068	36698
232.9468423649	36678
233.959654723	36626
234.9724670811	36829
235.9852794392	36697
236.9980917973	36644
238.0109041554	36800
239.0237165135	36696
240.0365288716	36664
241.0493412297	36626
242.0621535878	36619
243.0749659459	36728
244.0877783041	36719
245.1005906622	36821
246.1134030203	36634
247.1262153784	36682
248.1390277365	36720
249.1518400946	36756
250.1646524527	36696
251.1774648108	36669
252.1902771689	36705
253.203089527	36737
254.2159018851	36758
255.2287142432	36704
256.2415266014	36626
257.2543389595	36721
258.2671513176	36772
259.2799636757	36735
260.2927760338	36659
261.3055883919	36729
262.31840075	36728
263.3312131081	36752
264.3440254662	36615
265.3568378243	36767
266.3696501824	36620
267.3824625405	36712
268.3952748986	36855
269.4080872568	36719
270.4208996149	36560
271.433711973	36680
272.4465243311	36731
273.4593366892	36647
274.4721490473	36826
275.4849614054	36692
276.4977737635	36687
277.5105861216	36654
278.5233984797	36777
279.5362108378	36679
280.5490231959	36720
281.5618355541	36642
282.5746479122	36706
283.5874602703	36717
284.6002726284	36608
285.6130849865	36836
286.6258973446	36731
287.6387097027	36720
288.6515220608	36746
289.6643344189	36599
290.677146777	36763
291.6899591351	36693
292.7027714932	36661
293.7155838514	36728
294.7283962095	36774
295.7412085676	36651
296.7540209257	36686
297.7668332838	36662
298.7796456419	36671
299.792458	36686
300.8052703581	36720
301.8180827162	36719
302.8308950743	36770
303.8437074324	36762
304.8565197905	36687
305.8693321486	36715
306.8821445068	36734
307.8949568649	36711
308.907769223	36718
309.9205815811	36726
310.9333939392	36655
311.9462062973	36612
312.9590186554	36729
313.9718310135	36645
314.9846433716	36604
315.9974557297	36625
317.0102680878	36731
318.0230804459	36667
319.0358928041	36626
320.0487051622	36740
321.0615175203	36670
322.0743298784	36732
323.0871422365	36715
324.0999545946	36678
325.1127669527	36743
326.1255793108	36698
327.1383916689	36697
328.151204027	36695
329.1640163851	36784
330.1768287432	36841
331.1896411014	36653
332.2024534595	36721
333.2152658176	36680
334.2280781757	36700
335.2408905338	36735
336.2537028919	36727
337.26651525	36661
338.2793276081	36579
339.2921399662	36777
340.3049523243	36753
341.3177646824	36573
342.3305770405	36740
343.3433893986	36624
344.3562017568	36789
345.3690141149	36666
346.381826473	36700
347.3946388311	36830
348.4074511892	36682
349.4202635473	36733
350.4330759054	36590
351.4458882635	36649
352.4587006216	36703
353.4715129797	36677
354.4843253378	36693
355.4971376959	36667
356.5099500541	36737
357.5227624122	36687
358.5355747703	36690
359.5483871284	36782
360.5611994865	36689
361.5740118446	36604
362.5868242027	36773
363.5996365608	36623
364.6124489189	36651
365.625261277	36689
366.6380736351	36700
367.6508859932	36614
368.6636983514	36751
369.6765107095	36685
370.6893230676	36703
371.7021354257	36692
372.7149477838	36723
373.7277601419	36743
374.7405725	36729
375.7533848581	36626
376.7661972162	36643
377.7790095743	36772
378.7918219324	36754
379.8046342905	36652
380.8174466486	36714
381.8302590068	36612
382.8430713649	36717
383.855883723	36564
384.8686960811	36677
385.8815084392	36594
386.8943207973	36657
387.9071331554	36622
388.9199455135	36654
389.9327578716	36726
390.9455702297	36746
391.9583825878	36677
392.9711949459	36669
393.9840073041	36552
394.9968196622	36654
396.0096320203	36796
397.0224443784	36619
398.0352567365	36780
399.0480690946	36666
400.0608814527	36662
401.0736938108	36571
402.0865061689	36633
403.099318527	36797
404.1121308851	36681
405.1249432432	36714
406.1377556014	36586
407.1505679595	36605
408.1633803176	36675
409.1761926757	36612
410.1890050338	36599
411.2018173919	36724
412.21462975	36688
413.2274421081	36611
414.2402544662	36767
415.2530668243	36600
416.2658791824	36706
417.2786915405	36738
418.2915038986	36627
419.3043162568	36671
420.3171286149	36633
421.329940973	36712
422.3427533311	36693
423.3555656892	36685
424.3683780473	36658
425.3811904054	36722
426.3940027635	36647
427.4068151216	36704
428.4196274797	36645
429.4324398378	36680
430.4452521959	36715
431.4580645541	36766
432.4708769122	36594
433.4836892703	36613
434.4965016284	36665
435.5093139865	36694
436.5221263446	36681
437.5349387027	36635
438.5477510608	36655
439.5605634189	36703
440.573375777	36556
441.5861881351	36686
442.5990004932	36629
443.6118128514	36798
444.6246252095	36787
445.6374375676	36715
446.6502499257	36649
447.6630622838	36681
448.6758746419	36687
449.688687	36651
450.7014993581	36740
451.7143117162	36593
452.7271240743	36669
453.7399364324	36778
454.7527487905	36690
455.7655611486	36745
456.7783735068	36669
457.7911858649	36650
458.803998223	36680
459.8168105811	36641
460.8296229392	36625
461.8424352973	36678
462.8552476554	36681
463.8680600135	36646
464.8808723716	36638
465.8936847297	36599
466.9064970878	36605
467.9193094459	36713
468.9321218041	36678
469.9449341622	36660
470.9577465203	36601
471.9705588784	36627
472.9833712365	36696
473.9961835946	36665
475.0089959527	36697
476.0218083108	36642
477.0346206689	36742
478.047433027	36620
479.0602453851	36680
480.0730577432	36752
481.0858701014	36653
482.0986824595	36731
483.1114948176	36559
484.1243071757	36662
485.1371195338	36678
486.1499318919	36631
487.16274425	36625
488.1755566081	36641
489.1883689662	36645
490.2011813243	36694
491.2139936824	36725
492.2268060405	36715
493.2396183986	36654
494.2524307568	36635
495.2652431149	36592
496.278055473	36735
497.2908678311	36629
498.3036801892	36743
499.3164925473	36813
500.3293049054	36752
501.3421172635	36567
502.3549296216	36640
503.3677419797	36697
504.3805543378	36703
505.3933666959	36661
506.4061790541	36642
507.4189914122	36764
508.4318037703	36634
509.4446161284	36692
510.4574284865	36746
511.4702408446	36683
512.4830532027	36640
513.4958655608	36659
514.5086779189	36633
515.521490277	36712
516.5343026351	36817
517.5471149932	36620
518.5599273514	36664
519.5727397095	36712
520.5855520676	36680
521.5983644257	36556
522.6111767838	36732
523.6239891419	36765
524.6368015	36612
525.6496138581	36597
526.6624262162	36592
527.6752385743	36690
528.6880509324	36720
529.7008632905	36599
530.7136756486	36740
531.7264880068	36761
532.7393003649	36694
533.752112723	36558
534.7649250811	36757
535.7777374392	36699
536.7905497973	36591
537.8033621554	36605
538.8161745135	36670
539.8289868716	36744
540.8417992297	36740
541.8546115878	36652
542.8674239459	36636
543.8802363041	36681
544.8930486622	36690
545.9058610203	36724
546.9186733784	36597
547.9314857365	36693
548.9442980946	36630
